route_code,operator,direction,origin,terminus,seq,station,stops,cumulative_minutes
R046,Stepford Connect,up,Airport Terminal 2,Stepford Victoria,6,Coxly,True,-10.0
R046,Stepford Connect,up,Airport Terminal 2,Stepford Victoria,7,Bodin,True,-12.0
R046,Stepford Connect,up,Airport Terminal 2,Stepford Victoria,8,St Helens Bridge,True,-14.0
R046,Stepford Connect,up,Airport Terminal 2,Stepford Victoria,9,Stepford East,True,-16.0
R046,Stepford Connect,up,Airport Terminal 2,Stepford Victoria,10,Stepford Central,True,-18.0
R046,Stepford Connect,up,Airport Terminal 2,Stepford Victoria,11,City Hospital,True,-19.0
R046,Stepford Connect,up,Airport Terminal 2,Stepford Victoria,12,Stepford Victoria,True,-23.0
R048,Stepford Connect,down,St Helens Bridge,Airport Terminal 2,1,St Helens Bridge,True,0.0
R048,Stepford Connect,down,St Helens Bridge,Airport Terminal 2,2,Bodin,True,3.0
R048,Stepford Connect,down,St Helens Bridge,Airport Terminal 2,3,Coxly,True,6.0
R048,Stepford Connect,down,St Helens Bridge,Airport Terminal 2,4,Benton,True,8.0
R048,Stepford Connect,down,St Helens Bridge,Airport Terminal 2,5,Benton Bridge,True,11.0
R048,Stepford Connect,down,St Helens Bridge,Airport Terminal 2,6,Stepford Airport Parkway,True,12.0
R048,Stepford Connect,down,St Helens Bridge,Airport Terminal 2,7,Stepford Airport Central,True,14.0
R048,Stepford Connect,down,St Helens Bridge,Airport Terminal 2,8,Airport Terminal 2,True,16.0
R048,Stepford Connect,up,Airport Terminal 2,St Helens Bridge,1,Airport Terminal 2,True,0.0
R048,Stepford Connect,up,Airport Terminal 2,St Helens Bridge,2,Stepford Airport Central,True,2.0
R048,Stepford Connect,up,Airport Terminal 2,St Helens Bridge,3,Stepford Airport Parkway,True,4.0
R048,Stepford Connect,up,Airport Terminal 2,St Helens Bridge,4,Benton Bridge,True,5.0
R048,Stepford Connect,up,Airport Terminal 2,St Helens Bridge,5,Benton,True,8.0
R048,Stepford Connect,up,Airport Terminal 2,St Helens Bridge,6,Coxly,True,10.0
R048,Stepford Connect,up,Airport Terminal 2,St Helens Bridge,7,Bodin,True,13.0
R048,Stepford Connect,up,Airport Terminal 2,St Helens Bridge,8,St Helens Bridge,True,16.0
R049,Stepford Connect,down,Rayleigh Bay,Edgemead,1,Rayleigh Bay,True,0.0
R049,Stepford Connect,down,Rayleigh Bay,Edgemead,2,Carnalea Bridge,True,2.0
R049,Stepford Connect,down,Rayleigh Bay,Edgemead,3,Aslockby,True,3.0
R049,Stepford Connect,down,Rayleigh Bay,Edgemead,4,Edgemead,True,4.0
R049,Stepford Connect,up,Edgemead,Rayleigh Bay,1,Edgemead,True,0.0
R049,Stepford Connect,up,Edgemead,Rayleigh Bay,2,Aslockby,True,1.0
R049,Stepford Connect,up,Edgemead,Rayleigh Bay,3,Carnalea Bridge,True,2.0
R049,Stepford Connect,up,Edgemead,Rayleigh Bay,4,Rayleigh Bay,True,4.0
R050,Stepford Connect,down,Rayleigh Bay,Llyn-by-the-Sea,1,Rayleigh Bay,True,0.0
R050,Stepford Connect,down,Rayleigh Bay,Llyn-by-the-Sea,2,Carnalea Bridge,True,2.0
R050,Stepford Connect,down,Rayleigh Bay,Llyn-by-the-Sea,3,Aslockby,True,3.0
R050,Stepford Connect,down,Rayleigh Bay,Llyn-by-the-Sea,4,Edgemead,True,4.0
R050,Stepford Connect,down,Rayleigh Bay,Llyn-by-the-Sea,5,Faymere,True,6.0
R050,Stepford Connect,down,Rayleigh Bay,Llyn-by-the-Sea,6,Westercoast,True,8.0
R050,Stepford Connect,down,Rayleigh Bay,Llyn-by-the-Sea,7,Millcastle Racecourse,True,10.0
R050,Stepford Connect,down,Rayleigh Bay,Llyn-by-the-Sea,8,Millcastle,True,12.0
R050,Stepford Connect,down,Rayleigh Bay,Llyn-by-the-Sea,9,Westwyvern,True,14.0
R050,Stepford Connect,down,Rayleigh Bay,Llyn-by-the-Sea,10,Starryloch,True,16.0
R050,Stepford Connect,down,Rayleigh Bay,Llyn-by-the-Sea,11,Northshore,True,17.0
R050,Stepford Connect,down,Rayleigh Bay,Llyn-by-the-Sea,12,Llyn-by-the-Sea,True,20.0
R050,Stepford Connect,up,Llyn-by-the-Sea,Rayleigh Bay,1,Llyn-by-the-Sea,True,0.0
R050,Stepford Connect,up,Llyn-by-the-Sea,Rayleigh Bay,2,Northshore,True,3.0
R050,Stepford Connect,up,Llyn-by-the-Sea,Rayleigh Bay,3,Starryloch,True,4.0
R050,Stepford Connect,up,Llyn-by-the-Sea,Rayleigh Bay,4,Westwyvern,True,6.0
R050,Stepford Connect,up,Llyn-by-the-Sea,Rayleigh Bay,5,Millcastle,True,8.0
R050,Stepford Connect,up,Llyn-by-the-Sea,Rayleigh Bay,6,Millcastle Racecourse,True,10.0
R050,Stepford Connect,up,Llyn-by-the-Sea,Rayleigh Bay,7,Westercoast,True,12.0
R050,Stepford Connect,up,Llyn-by-the-Sea,Rayleigh Bay,8,Faymere,True,14.0
R050,Stepford Connect,up,Llyn-by-the-Sea,Rayleigh Bay,9,Edgemead,True,16.0
R050,Stepford Connect,up,Llyn-by-the-Sea,Rayleigh Bay,10,Aslockby,True,17.0
R050,Stepford Connect,up,Llyn-by-the-Sea,Rayleigh Bay,11,Carnalea Bridge,True,18.0
R050,Stepford Connect,up,Llyn-by-the-Sea,Rayleigh Bay,12,Rayleigh Bay,True,20.0
R100,Stepford Connect,down,Rayleigh Bay,Leighton West,1,Rayleigh Bay,True,0.0
R100,Stepford Connect,down,Rayleigh Bay,Leighton West,2,Carnalea Bridge,True,2.0
R100,Stepford Connect,down,Rayleigh Bay,Leighton West,3,Aslockby,True,3.0
R100,Stepford Connect,down,Rayleigh Bay,Leighton West,4,Edgemead,True,4.0
R100,Stepford Connect,down,Rayleigh Bay,Leighton West,5,Leighton West,True,6.0
R100,Stepford Connect,up,Leighton West,Rayleigh Bay,1,Leighton West,True,0.0
R100,Stepford Connect,up,Leighton West,Rayleigh Bay,2,Edgemead,True,2.0
R100,Stepford Connect,up,Leighton West,Rayleigh Bay,3,Aslockby,True,3.0
R100,Stepford Connect,up,Leighton West,Rayleigh Bay,4,Carnalea Bridge,True,4.0
R100,Stepford Connect,up,Leighton West,Rayleigh Bay,5,Rayleigh Bay,True,6.0
R101,Stepford Connect,down,Rayleigh Bay,Leighton City,1,Rayleigh Bay,True,0.0
R101,Stepford Connect,down,Rayleigh Bay,Leighton City,2,Carnalea Bridge,True,2.0
R101,Stepford Connect,down,Rayleigh Bay,Leighton City,3,Aslockby,True,3.0
R101,Stepford Connect,down,Rayleigh Bay,Leighton City,4,Edgemead,True,4.0
R101,Stepford Connect,down,Rayleigh Bay,Leighton City,5,Leighton City,True,6.0
R101,Stepford Connect,up,Leighton City,Rayleigh Bay,1,Leighton City,True,0.0
R101,Stepford Connect,up,Leighton City,Rayleigh Bay,2,Edgemead,True,2.0
R101,Stepford Connect,up,Leighton City,Rayleigh Bay,3,Aslockby,True,3.0
R101,Stepford Connect,up,Leighton City,Rayleigh Bay,4,Carnalea Bridge,True,4.0
R101,Stepford Connect,up,Leighton City,Rayleigh Bay,5,Rayleigh Bay,True,6.0
R102,Stepford Connect,down,Rayleigh Bay,Westwyvern,1,Rayleigh Bay,True,0.0
R102,Stepford Connect,down,Rayleigh Bay,Westwyvern,2,Carnalea Bridge,True,2.0
R102,Stepford Connect,down,Rayleigh Bay,Westwyvern,3,Aslockby,True,4.0
R102,Stepford Connect,down,Rayleigh Bay,Westwyvern,4,Edgemead,True,6.0
R102,Stepford Connect,down,Rayleigh Bay,Westwyvern,5,Faymere,True,8.0
R102,Stepford Connect,down,Rayleigh Bay,Westwyvern,6,Westercoast,True,10.0
R102,Stepford Connect,down,Rayleigh Bay,Westwyvern,7,Millcastle Racecourse,True,12.0
R102,Stepford Connect,down,Rayleigh Bay,Westwyvern,8,Millcastle,True,14.0
R102,Stepford Connect,down,Rayleigh Bay,Westwyvern,9,Westwyvern,True,18.0
R102,Stepford Connect,up,Westwyvern,Rayleigh Bay,1,Westwyvern,True,0.0
R102,Stepford Connect,up,Westwyvern,Rayleigh Bay,2,Millcastle,True,4.0
R102,Stepford Connect,up,Westwyvern,Rayleigh Bay,3,Millcastle Racecourse,True,6.0
R102,Stepford Connect,up,Westwyvern,Rayleigh Bay,4,Westercoast,True,8.0
R102,Stepford Connect,up,Westwyvern,Rayleigh Bay,5,Faymere,True,10.0
R102,Stepford Connect,up,Westwyvern,Rayleigh Bay,6,Edgemead,True,12.0
R102,Stepford Connect,up,Westwyvern,Rayleigh Bay,7,Aslockby,True,14.0
R102,Stepford Connect,up,Westwyvern,Rayleigh Bay,8,Carnalea Bridge,True,16.0
R102,Stepford Connect,up,Westwyvern,Rayleigh Bay,9,Rayleigh Bay,True,18.0
R103,Stepford Connect,down,Willowfield,Whitefield,1,Willowfield,True,0.0
R103,Stepford Connect,down,Willowfield,Whitefield,2,Beechley,True,3.0
R103,Stepford Connect,down,Willowfield,Whitefield,3,Stepford Central,True,4.0
R103,Stepford Connect,down,Willowfield,Whitefield,4,Stepford East,True,6.0
R103,Stepford Connect,down,Willowfield,Whitefield,5,Stepford United Football Club,True,9.0
R103,Stepford Connect,down,Willowfield,Whitefield,6,Woodhead Lane,True,10.0
R103,Stepford Connect,down,Willowfield,Whitefield,7,Houghton Rake,True,11.0
R103,Stepford Connect,down,Willowfield,Whitefield,8,Whitefield,True,13.0
R103,Stepford Connect,up,Whitefield,Willowfield,1,Whitefield,True,0.0
R103,Stepford Connect,up,Whitefield,Willowfield,2,Houghton Rake,True,2.0
R103,Stepford Connect,up,Whitefield,Willowfield,3,Woodhead Lane,True,3.0
R103,Stepford Connect,up,Whitefield,Willowfield,4,Stepford United Football Club,True,4.0
R103,Stepford Connect,up,Whitefield,Willowfield,5,Stepford East,True,7.0
R103,Stepford Connect,up,Whitefield,Willowfield,6,Stepford Central,True,9.0
R103,Stepford Connect,up,Whitefield,Willowfield,7,Beechley,True,10.0
R103,Stepford Connect,up,Whitefield,Willowfield,8,Willowfield,True,13.0
R075,Stepford Express,down,Stepford Central,Benton,1,Stepford Central,True,0.0
R075,Stepford Express,down,Stepford Central,Benton,2,Benton,True,5.0
R075,Stepford Express,up,Benton,Stepford Central,1,Benton,True,0.0
R075,Stepford Express,up,Benton,Stepford Central,2,Stepford Central,True,5.0
R076,Stepford Express,down,Stepford Central,Leighton City,1,Stepford Central,True,0.0
R076,Stepford Express,down,Stepford Central,Leighton City,2,St Helens Bridge,True,2.0
R076,Stepford Express,down,Stepford Central,Leighton City,3,Benton,True,5.0
R076,Stepford Express,down,Stepford Central,Leighton City,4,Leighton Stepford Road,True,10.0
R076,Stepford Express,down,Stepford Central,Leighton City,5,Leighton City,True,12.0
R076,Stepford Express,up,Leighton City,Stepford Central,1,Leighton City,True,0.0
R076,Stepford Express,up,Leighton City,Stepford Central,2,Leighton Stepford Road,True,2.0
R076,Stepford Express,up,Leighton City,Stepford Central,3,Benton,True,7.0
R076,Stepford Express,up,Leighton City,Stepford Central,4,St Helens Bridge,True,10.0
R076,Stepford Express,up,Leighton City,Stepford Central,5,Stepford Central,True,12.0
R077,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,1,Stepford Central,True,0.0
R077,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,2,St Helens Bridge,True,2.0
R077,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,3,Benton,True,5.0
R077,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,4,Leighton Stepford Road,True,10.0
R077,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,5,Leighton City,True,12.0
R077,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,6,Edgemead,True,14.0
R077,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,7,Westwyvern,True,18.0
R077,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,8,Northshore,True,20.0
R077,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,9,Llyn-by-the-Sea,True,22.0
R077,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,1,Llyn-by-the-Sea,True,0.0
R077,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,2,Northshore,True,3.0
R077,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,3,Westwyvern,True,7.0
R077,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,4,Edgemead,True,9.0
R077,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,5,Leighton City,True,11.0
R077,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,6,Leighton Stepford Road,True,13.0
R077,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,7,Benton,True,18.0
R077,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,8,St Helens Bridge,True,21.0
R077,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,9,Stepford Central,True,24.0
R078,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,1,Stepford Central,True,0.0
R078,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,2,Benton,True,5.0
R078,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,3,Leighton Stepford Road,True,10.0
R078,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,4,Leighton City,True,12.0
R078,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,5,Westwyvern,True,16.0
R078,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,6,Llyn-by-the-Sea,True,21.0
R078,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,1,Llyn-by-the-Sea,True,0.0
R078,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,2,Westwyvern,True,5.0
R078,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,3,Leighton City,True,9.0
R078,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,4,Leighton Stepford Road,True,11.0
R078,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,5,Benton,True,16.0
R078,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,6,Stepford Central,True,21.0
R079,Stepford Express,down,Stepford Central,Benton,1,Stepford Central,True,0.0
R079,Stepford Express,down,Stepford Central,Benton,2,St Helens Bridge,True,2.0
R079,Stepford Express,down,Stepford Central,Benton,3,Benton,True,5.0
R079,Stepford Express,up,Benton,Stepford Central,1,Benton,True,0.0
R079,Stepford Express,up,Benton,Stepford Central,2,St Helens Bridge,True,3.0
R079,Stepford Express,up,Benton,Stepford Central,3,Stepford Central,True,5.0
R080,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,1,Stepford Central,True,0.0
R080,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,2,St Helens Bridge,True,2.0
R080,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,3,Morganstown,True,5.0
R080,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,4,Leighton Stepford Road,True,9.0
R080,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,5,Leighton City,True,11.0
R080,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,6,Westwyvern,True,15.0
R080,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,7,Northshore,True,17.0
R080,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,8,Llyn-by-the-Sea,True,19.0
R080,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,1,Llyn-by-the-Sea,True,0.0
R080,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,2,Northshore,True,2.0
R080,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,3,Westwyvern,True,6.0
R080,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,4,Leighton City,True,8.0
R080,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,5,Leighton Stepford Road,True,12.0
R080,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,6,Morganstown,True,15.0
R080,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,7,St Helens Bridge,True,17.0
R080,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,8,Stepford Central,True,19.0
R081,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,1,Stepford Central,True,0.0
R081,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,2,Leighton City,True,9.0
R081,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,3,Llyn-by-the-Sea,True,16.0
R081,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,1,Llyn-by-the-Sea,True,0.0
R081,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,2,Leighton City,True,7.0
R081,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,3,Stepford Central,True,16.0
R082,Stepford Express,down,Stepford Central,Westwyvern,1,Stepford Central,True,0.0
R082,Stepford Express,down,Stepford Central,Westwyvern,2,Elsemere Junction,True,4.0
R082,Stepford Express,down,Stepford Central,Westwyvern,3,Morganstown,True,7.0
R082,Stepford Express,down,Stepford Central,Westwyvern,4,Leighton Stepford Road,True,11.0
R082,Stepford Express,down,Stepford Central,Westwyvern,5,Leighton City,True,13.0
R082,Stepford Express,down,Stepford Central,Westwyvern,6,Edgemead,True,15.0
R082,Stepford Express,down,Stepford Central,Westwyvern,7,Westwyvern,True,18.0
R082,Stepford Express,up,Westwyvern,Stepford Central,1,Westwyvern,True,0.0
R082,Stepford Express,up,Westwyvern,Stepford Central,2,Edgemead,True,3.0
R082,Stepford Express,up,Westwyvern,Stepford Central,3,Leighton City,True,5.0
R082,Stepford Express,up,Westwyvern,Stepford Central,4,Leighton Stepford Road,True,7.0
R082,Stepford Express,up,Westwyvern,Stepford Central,5,Morganstown,True,11.0
R082,Stepford Express,up,Westwyvern,Stepford Central,6,Elsemere Junction,True,14.0
R082,Stepford Express,up,Westwyvern,Stepford Central,7,Stepford Central,True,18.0
R083,Stepford Express,down,Newry,Llyn-by-the-Sea,1,Newry,True,0.0
R083,Stepford Express,down,Newry,Llyn-by-the-Sea,2,Benton,True,4.0
R083,Stepford Express,down,Newry,Llyn-by-the-Sea,3,Morganstown,True,7.0
R083,Stepford Express,down,Newry,Llyn-by-the-Sea,4,Leighton Stepford Road,True,11.0
R083,Stepford Express,down,Newry,Llyn-by-the-Sea,5,Leighton City,True,13.0
R083,Stepford Express,down,Newry,Llyn-by-the-Sea,6,Westercoast,True,16.0
R083,Stepford Express,down,Newry,Llyn-by-the-Sea,7,Northshore,True,20.0
R083,Stepford Express,down,Newry,Llyn-by-the-Sea,8,Llyn-by-the-Sea,True,23.0
R083,Stepford Express,up,Llyn-by-the-Sea,Newry,1,Llyn-by-the-Sea,True,0.0
R083,Stepford Express,up,Llyn-by-the-Sea,Newry,2,Northshore,True,3.0
R083,Stepford Express,up,Llyn-by-the-Sea,Newry,3,Westercoast,True,7.0
R083,Stepford Express,up,Llyn-by-the-Sea,Newry,4,Leighton City,True,10.0
R083,Stepford Express,up,Llyn-by-the-Sea,Newry,5,Leighton Stepford Road,True,12.0
R083,Stepford Express,up,Llyn-by-the-Sea,Newry,6,Morganstown,True,16.0
R083,Stepford Express,up,Llyn-by-the-Sea,Newry,7,Benton,True,19.0
R083,Stepford Express,up,Llyn-by-the-Sea,Newry,8,Newry,True,23.0
R084,Stepford Express,down,Newry Harbour,Llyn-by-the-Sea,1,Newry Harbour,True,0.0
R084,Stepford Express,down,Newry Harbour,Llyn-by-the-Sea,2,Newry,True,2.0
R084,Stepford Express,down,Newry Harbour,Llyn-by-the-Sea,3,Benton,True,7.0
R084,Stepford Express,down,Newry Harbour,Llyn-by-the-Sea,4,Leighton Stepford Road,True,15.0
R084,Stepford Express,down,Newry Harbour,Llyn-by-the-Sea,5,Leighton City,True,17.0
R084,Stepford Express,down,Newry Harbour,Llyn-by-the-Sea,6,Westwyvern,True,21.0
R084,Stepford Express,down,Newry Harbour,Llyn-by-the-Sea,7,Llyn-by-the-Sea,True,26.0
R084,Stepford Express,up,Llyn-by-the-Sea,Newry Harbour,1,Llyn-by-the-Sea,True,0.0
R084,Stepford Express,up,Llyn-by-the-Sea,Newry Harbour,2,Westwyvern,True,5.0
R084,Stepford Express,up,Llyn-by-the-Sea,Newry Harbour,3,Leighton City,True,9.0
R084,Stepford Express,up,Llyn-by-the-Sea,Newry Harbour,4,Leighton Stepford Road,True,17.0
R084,Stepford Express,up,Llyn-by-the-Sea,Newry Harbour,5,Benton,True,19.0
R084,Stepford Express,up,Llyn-by-the-Sea,Newry Harbour,6,Newry,True,24.0
R084,Stepford Express,up,Llyn-by-the-Sea,Newry Harbour,7,Newry Harbour,True,26.0
R085,Stepford Express,down,Benton,Llyn-by-the-Sea,1,Benton,True,0.0
R085,Stepford Express,down,Benton,Llyn-by-the-Sea,2,Morganstown,True,4.0
R085,Stepford Express,down,Benton,Llyn-by-the-Sea,3,Leighton Stepford Road,True,8.0
R085,Stepford Express,down,Benton,Llyn-by-the-Sea,4,Leighton City,True,10.0
R085,Stepford Express,down,Benton,Llyn-by-the-Sea,5,Northshore,True,17.0
R085,Stepford Express,down,Benton,Llyn-by-the-Sea,6,Llyn-by-the-Sea,True,19.0
R085,Stepford Express,up,Llyn-by-the-Sea,Benton,1,Llyn-by-the-Sea,True,0.0
R085,Stepford Express,up,Llyn-by-the-Sea,Benton,2,Northshore,True,2.0
R085,Stepford Express,up,Llyn-by-the-Sea,Benton,3,Leighton City,True,9.0
R085,Stepford Express,up,Llyn-by-the-Sea,Benton,4,Leighton Stepford Road,True,11.0
R085,Stepford Express,up,Llyn-by-the-Sea,Benton,5,Morganstown,True,15.0
R085,Stepford Express,up,Llyn-by-the-Sea,Benton,6,Benton,True,19.0
R086,Stepford Express,down,Newry,Leighton City,1,Newry,True,0.0
R086,Stepford Express,down,Newry,Leighton City,2,Eden Quay,True,2.0
R086,Stepford Express,down,Newry,Leighton City,3,Benton,True,5.0
R086,Stepford Express,down,Newry,Leighton City,4,Leighton Stepford Road,True,11.0
R086,Stepford Express,down,Newry,Leighton City,5,Leighton City,True,13.0
R086,Stepford Express,up,Leighton City,Newry,1,Leighton City,True,0.0
R086,Stepford Express,up,Leighton City,Newry,2,Leighton Stepford Road,True,2.0
R086,Stepford Express,up,Leighton City,Newry,3,Benton,True,8.0
R086,Stepford Express,up,Leighton City,Newry,4,Eden Quay,True,11.0
R086,Stepford Express,up,Leighton City,Newry,5,Newry,True,13.0
R087,Stepford Express,down,Rayleigh Bay,Llyn-by-the-Sea,1,Rayleigh Bay,True,0.0
R087,Stepford Express,down,Rayleigh Bay,Llyn-by-the-Sea,2,Edgemead,True,5.0
R087,Stepford Express,down,Rayleigh Bay,Llyn-by-the-Sea,3,Westwyvern,True,10.0
R087,Stepford Express,down,Rayleigh Bay,Llyn-by-the-Sea,4,Northshore,True,13.0
R087,Stepford Express,down,Rayleigh Bay,Llyn-by-the-Sea,5,Llyn-by-the-Sea,True,16.0
R087,Stepford Express,up,Llyn-by-the-Sea,Rayleigh Bay,1,Llyn-by-the-Sea,True,0.0
R087,Stepford Express,up,Llyn-by-the-Sea,Rayleigh Bay,2,Northshore,True,3.0
R087,Stepford Express,up,Llyn-by-the-Sea,Rayleigh Bay,3,Westwyvern,True,7.0
R087,Stepford Express,up,Llyn-by-the-Sea,Rayleigh Bay,4,Edgemead,True,12.0
R087,Stepford Express,up,Llyn-by-the-Sea,Rayleigh Bay,5,Rayleigh Bay,True,15.0
R088,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,1,Stepford Central,True,0.0
R088,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,2,St Helens Bridge,True,2.0
R088,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,3,Benton,True,5.0
R088,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,4,Leighton Stepford Road,True,10.0
R088,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,5,Leighton City,True,12.0
R088,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,6,Edgemead,True,14.0
R088,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,7,Westercoast,True,17.0
R088,Stepford Express,down,Stepford Central,Llyn-by-the-Sea,8,Llyn-by-the-Sea,True,21.0
R088,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,1,Llyn-by-the-Sea,True,0.0
R088,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,2,Westercoast,True,4.0
R088,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,3,Edgemead,True,7.0
R088,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,4,Leighton City,True,9.0
R088,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,5,Leighton Stepford Road,True,13.0
R088,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,6,Benton,True,16.0
R088,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,7,St Helens Bridge,True,19.0
R088,Stepford Express,up,Llyn-by-the-Sea,Stepford Central,8,Stepford Central,True,21.0
R010,Waterline,down,Newry,Greenslade,1,Newry,True,0.0
R010,Waterline,down,Newry,Greenslade,2,Eden Quay,True,2.0
R010,Waterline,down,Newry,Greenslade,3,Faraday Road,True,3.0
R010,Waterline,down,Newry,Greenslade,4,West Benton,True,4.0
R010,Waterline,down,Newry,Greenslade,5,Benton,True,6.0
R010,Waterline,down,Newry,Greenslade,6,Port Benton,True,7.0
R010,Waterline,down,Newry,Greenslade,7,Morganstown Docks,True,8.0
R010,Waterline,down,Newry,Greenslade,8,Whitney Green,True,9.0
R010,Waterline,down,Newry,Greenslade,9,Greenslade,True,10.0
R010,Waterline,up,Greenslade,Newry,1,Greenslade,True,0.0
R010,Waterline,up,Greenslade,Newry,2,Whitney Green,True,1.0
R010,Waterline,up,Greenslade,Newry,3,Morganstown Docks,True,2.0
R010,Waterline,up,Greenslade,Newry,4,Port Benton,True,3.0
R010,Waterline,up,Greenslade,Newry,5,Benton,True,4.0
R010,Waterline,up,Greenslade,Newry,6,West Benton,True,6.0
R010,Waterline,up,Greenslade,Newry,7,Faraday Road,True,7.0
R010,Waterline,up,Greenslade,Newry,8,Eden Quay,True,8.0
R010,Waterline,up,Greenslade,Newry,9,Newry,True,10.0
R011,Waterline,down,Newry,Connolly,1,Newry,True,0.0
R011,Waterline,down,Newry,Connolly,2,Eden Quay,True,2.0
R011,Waterline,down,Newry,Connolly,3,Faraday Road,True,3.0
R011,Waterline,down,Newry,Connolly,4,West Benton,True,4.0
R011,Waterline,down,Newry,Connolly,5,Benton,True,6.0
R011,Waterline,down,Newry,Connolly,6,Cambridge Street Parkway,True,7.0
R011,Waterline,down,Newry,Connolly,7,Ashlan Park,True,8.0
R011,Waterline,down,Newry,Connolly,8,Connolly,True,10.0
R011,Waterline,up,Connolly,Newry,1,Connolly,True,0.0
R011,Waterline,up,Connolly,Newry,2,Ashlan Park,True,2.0
R011,Waterline,up,Connolly,Newry,3,Cambridge Street Parkway,True,3.0
R011,Waterline,up,Connolly,Newry,4,Benton,True,4.0
R011,Waterline,up,Connolly,Newry,5,West Benton,True,6.0
R011,Waterline,up,Connolly,Newry,6,Faraday Road,True,7.0
R011,Waterline,up,Connolly,Newry,7,Eden Quay,True,8.0
R011,Waterline,up,Connolly,Newry,8,Newry,True,10.0
R012,Waterline,down,Newry Harbour,Connolly,1,Newry Harbour,True,0.0
R012,Waterline,down,Newry Harbour,Connolly,2,Newry,True,2.0
R012,Waterline,down,Newry Harbour,Connolly,3,Eden Quay,True,4.0
R012,Waterline,down,Newry Harbour,Connolly,4,Faraday Road,True,5.0
R012,Waterline,down,Newry Harbour,Connolly,5,West Benton,True,6.0
R012,Waterline,down,Newry Harbour,Connolly,6,Benton,True,7.0
R012,Waterline,down,Newry Harbour,Connolly,7,Cambridge Street Parkway,True,8.0
R012,Waterline,down,Newry Harbour,Connolly,8,Ashlan Park,True,9.0
R012,Waterline,down,Newry Harbour,Connolly,9,Connolly,True,12.0
